;;;year
PSAPC (FHCRC);Tsodikov A, Gulati R, de Carvalho TM, Heijnsdijk EAM, Hunter-Merrill RA, Mariotto AB, de Koning HJ, Etzioni R, Is prostate cancer different in black men? Answers from 3 natural history models, Cancer, June 15, 2017 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=28436011;2017
PSAPC (FHCRC);Gulati R, Cheng HH, Lange PH, Nelson PS, Etzioni R, Screening Men at Increased Risk for Prostate Cancer Diagnosis: Model Estimates of Benefits and Harms, Cancer Epidemiol Biomarkers Prev, Feb. 1, 2017 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=27742670;2017
SCANS (Michigan);Tsodikov A, Gulati R, Heijnsdijk EAM, Pinsky PF, Moss SM, Qiu S, de Carvalho TM, Hugosson J, Berg CD, Auvinen A, Andriole GL, et al., Reconciling the Effects of Screening on Prostate Cancer Mortality in the ERSPC and PLCO Trials, Ann Intern Med, Oct. 3, 2017 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=28869989;2017
SCANS (Michigan);Tran Q, Kidwell KM, Tsodikov A, A joint model of cancer incidence, metastasis, and mortality, Lifetime Data Anal, Sept. 4, 2017 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=28871363;2017
SCANS (Michigan);Tsodikov A, Gulati R, de Carvalho TM, Heijnsdijk EAM, Hunter-Merrill RA, Mariotto AB, de Koning HJ, Etzioni R, Is prostate cancer different in black men? Answers from 3 natural history models, Cancer, June 15, 2017 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=28436011;2017
SCANS (Michigan);Rice JD, Tsodikov A, Semiparametric time-to-event modeling in the presence of a latent progression event, Biometrics, June 1, 2017 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=27556886;2017
Bayesian Simulation Model (MDACC);Mandelblatt JS, Stout NK, Schechter CB, van den Broek JJ, Miglioretti DL, Krapcho M, Trentham-Dietz A, Munoz D, Lee SJ, Berry DA, van Ravesteyn NT, et al., Collaborative Modeling of the Benefits and Harms Associated With Different U.S. Breast Cancer Screening Strategies, Ann Intern Med, Feb. 16, 2016 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=26756606;2016
BCOS (Stanford);Mandelblatt JS, Stout NK, Schechter CB, van den Broek JJ, Miglioretti DL, Krapcho M, Trentham-Dietz A, Munoz D, Lee SJ, Berry DA, van Ravesteyn NT, et al., Collaborative Modeling of the Benefits and Harms Associated With Different U.S. Breast Cancer Screening Strategies, Ann Intern Med, Feb. 16, 2016 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=26756606;2016
CISNET-DFCI (Dana-Farber);Mandelblatt JS, Stout NK, Schechter CB, van den Broek JJ, Miglioretti DL, Krapcho M, Trentham-Dietz A, Munoz D, Lee SJ, Berry DA, van Ravesteyn NT, et al., Collaborative Modeling of the Benefits and Harms Associated With Different U.S. Breast Cancer Screening Strategies, Ann Intern Med, Feb. 16, 2016 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=26756606;2016
MISCAN-Fadia (Erasmus);Trentham-Dietz A, Kerlikowske K, Stout NK, Miglioretti DL, Schechter CB, Ergun MA, van den Broek JJ, Alagoz O, Sprague BL, van Ravesteyn NT, Near AM, et al., Tailoring Breast Cancer Screening Intervals by Breast Density and Risk for Women Aged 50 Years or Older: Collaborative Modeling of Screening Outcomes, Ann Intern Med, Nov. 15, 2016 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=27548583;2016
MISCAN-Fadia (Erasmus);Miglioretti DL, Lange J, van den Broek JJ, Lee CI, van Ravesteyn NT, Ritley D, Kerlikowske K, Fenton JJ, Melnikow J, de Koning HJ, Hubbard RA, et al., Radiation-Induced Breast Cancer Incidence and Mortality From Digital Mammography Screening: A Modeling Study, Ann Intern Med, Feb. 16, 2016 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=26756460;2016
MISCAN-Fadia (Erasmus);Mandelblatt JS, Stout NK, Schechter CB, van den Broek JJ, Miglioretti DL, Krapcho M, Trentham-Dietz A, Munoz D, Lee SJ, Berry DA, van Ravesteyn NT, et al., Collaborative Modeling of the Benefits and Harms Associated With Different U.S. Breast Cancer Screening Strategies, Ann Intern Med, Feb. 16, 2016 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=26756606;2016
Spectrum/G-E (Georgetown/Einstein);Trentham-Dietz A, Kerlikowske K, Stout NK, Miglioretti DL, Schechter CB, Ergun MA, van den Broek JJ, Alagoz O, Sprague BL, van Ravesteyn NT, Near AM, et al., Tailoring Breast Cancer Screening Intervals by Breast Density and Risk for Women Aged 50 Years or Older: Collaborative Modeling of Screening Outcomes, Ann Intern Med, Nov. 15, 2016 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=27548583;2016
Spectrum/G-E (Georgetown/Einstein);Ray GT, Mandelblatt J, Habel LA, Ramsey S, Kushi LH, Li Y, Lieu TA, Breast cancer multigene testing trends and impact on chemotherapy use, Am J Manag Care, May 1, 2016 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=27266581;2016
Spectrum/G-E (Georgetown/Einstein);Mandelblatt JS, Stout NK, Schechter CB, van den Broek JJ, Miglioretti DL, Krapcho M, Trentham-Dietz A, Munoz D, Lee SJ, Berry DA, van Ravesteyn NT, et al., Collaborative Modeling of the Benefits and Harms Associated With Different U.S. Breast Cancer Screening Strategies, Ann Intern Med, Feb. 16, 2016 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=26756606;2016
UWBCS (Wisconsin);Trentham-Dietz A, Kerlikowske K, Stout NK, Miglioretti DL, Schechter CB, Ergun MA, van den Broek JJ, Alagoz O, Sprague BL, van Ravesteyn NT, Near AM, et al., Tailoring Breast Cancer Screening Intervals by Breast Density and Risk for Women Aged 50 Years or Older: Collaborative Modeling of Screening Outcomes, Ann Intern Med, Nov. 15, 2016 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=27548583;2016
UWBCS (Wisconsin);Cevik M, Ergun MA, Stout NK, Trentham-Dietz A, Craven M, Alagoz O, Using Active Learning for Speeding up Calibration in Simulation Models, Med Decis Making, July 1, 2016 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=26471190;2016
UWBCS (Wisconsin);Mandelblatt JS, Stout NK, Schechter CB, van den Broek JJ, Miglioretti DL, Krapcho M, Trentham-Dietz A, Munoz D, Lee SJ, Berry DA, van Ravesteyn NT, et al., Collaborative Modeling of the Benefits and Harms Associated With Different U.S. Breast Cancer Screening Strategies, Ann Intern Med, Feb. 16, 2016 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=26756606;2016
Policy1-Cervix (CCNSW);Simms KT, Smith MA, Lew JB, Kitchener HC, Castle PE, Canfell K, Will cervical screening remain cost-effective in women offered the next generation nonavalent HPV vaccine? Results for four developed countries, Int J Cancer, Dec. 15, 2016 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=27541596;2016
Policy1-Cervix (CCNSW);Simms KT, Laprise JF, Smith MA, Lew JB, Caruana M, Brisson M, Canfell K, Cost-effectiveness of the next generation nonavalent human papillomavirus vaccine in the context of primary human papillomavirus screening in Australia: a comparative modelling analysis, Lancet Public Health, Dec. 1, 2016 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=29253419;2016
Policy1-Cervix (CCNSW);Smith MA, Gertig D, Hall M, Simms K, Lew JB, Malloy M, Saville M, Canfell K, Transitioning from cytology-based screening to HPV-based screening at longer intervals: implications for resource use, BMC Health Serv Res, April 26, 2016 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=27112193;2016
Policy1-Cervix (CCNSW);Smith M, Lew JB, Simms K, Canfell K, Impact of HPV sample self-collection for underscreened women in the renewed Cervical Screening Program, Med J Aust, March 21, 2016 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=26985849;2016
Policy1-Cervix (CCNSW);Lew JB, Simms K, Smith M, Lewis H, Neal H, Canfell K, Effectiveness Modelling and Economic Evaluation of Primary HPV Screening for Cervical Cancer Prevention in New Zealand, PLoS One, Jan. 1, 2016 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=27187495;2016
CRC-SPIN (RAND);Rutter CM, Knudsen AB, Marsh TL, Doria-Rose VP, Johnson E, Pabiniak C, Kuntz KM, van Ballegooijen M, Zauber AG, Lansdorp-Vogelaar I, Validation of Models Used to Inform Colorectal Cancer Screening Guidelines: Accuracy and Implications, Med Decis Making, July 1, 2016 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=26746432;2016
CRC-SPIN (RAND);Knudsen AB, Zauber AG, Rutter CM, Naber SK, Doria-Rose VP, Pabiniak C, Johanson C, Fischer SE, Lansdorp-Vogelaar I, Kuntz KM, Estimation of Benefits, Burden, and Harms of Colorectal Cancer Screening Strategies: Modeling Study for the US Preventive Services Task Force, JAMA, June 21, 2016 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=27305518;2016
MISCAN-Colon (Erasmus/MSK);Meester RG, Zauber AG, Doubeni CA, Jensen CD, Quinn VP, Helfand M, Dominitz JA, Levin TR, Corley DA, Lansdorp-Vogelaar I, Consequences of Increasing Time to Colonoscopy Examination After Positive Result From Fecal Colorectal Cancer Screening Test, Clin Gastroenterol Hepatol, Oct. 1, 2016 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=27211498;2016
MISCAN-Colon (Erasmus/MSK);Joseph DA, Meester RG, Zauber AG, Manninen DL, Winges L, Dong FB, Peaker B, van Ballegooijen M, Colorectal cancer screening: Estimated future colonoscopy need and current volume and capacity, Cancer, Aug. 15, 2016 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=27200481;2016
MISCAN-Colon (Erasmus/MSK);Rutter CM, Knudsen AB, Marsh TL, Doria-Rose VP, Johnson E, Pabiniak C, Kuntz KM, van Ballegooijen M, Zauber AG, Lansdorp-Vogelaar I, Validation of Models Used to Inform Colorectal Cancer Screening Guidelines: Accuracy and Implications, Med Decis Making, July 1, 2016 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=26746432;2016
MISCAN-Colon (Erasmus/MSK);van der Steen A, van Rosmalen J, Kroep S, van Hees F, Steyerberg EW, de Koning HJ, van Ballegooijen M, Lansdorp-Vogelaar I, Calibrating Parameters for Microsimulation Disease Models: A Review and Comparison of Different Goodness-of-Fit Criteria, Med Decis Making, July 1, 2016 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=26957567;2016
MISCAN-Colon (Erasmus/MSK);Knudsen AB, Zauber AG, Rutter CM, Naber SK, Doria-Rose VP, Pabiniak C, Johanson C, Fischer SE, Lansdorp-Vogelaar I, Kuntz KM, Estimation of Benefits, Burden, and Harms of Colorectal Cancer Screening Strategies: Modeling Study for the US Preventive Services Task Force, JAMA, June 21, 2016 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=27305518;2016
SimCRC (Minnesota/MGH);Rutter CM, Knudsen AB, Marsh TL, Doria-Rose VP, Johnson E, Pabiniak C, Kuntz KM, van Ballegooijen M, Zauber AG, Lansdorp-Vogelaar I, Validation of Models Used to Inform Colorectal Cancer Screening Guidelines: Accuracy and Implications, Med Decis Making, July 1, 2016 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=26746432;2016
SimCRC (Minnesota/MGH);Knudsen AB, Zauber AG, Rutter CM, Naber SK, Doria-Rose VP, Pabiniak C, Johanson C, Fischer SE, Lansdorp-Vogelaar I, Kuntz KM, Estimation of Benefits, Burden, and Harms of Colorectal Cancer Screening Strategies: Modeling Study for the US Preventive Services Task Force, JAMA, June 21, 2016 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=27305518;2016
MSCE-EAC (FHCRC);Yankeelov TE, An G, Saut O, Luebeck EG, Popel AS, Ribba B, Vicini P, Zhou X, Weis JA, Ye K, Genin GM, et al., Multi-scale Modeling in Clinical Oncology: Opportunities and Barriers to Success, Ann Biomed Eng, Sept. 1, 2016 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=27384942;2016
MSCE-EAC (FHCRC);Curtius K, Wong CJ, Hazelton WD, Kaz AM, Chak A, Willis JE, Grady WM, Luebeck EG, A Molecular Clock Infers Heterogeneous Tissue Age Among Patients with Barrett's Esophagus, PLoS Comput Biol, May 1, 2016 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=27168458;2016
LCPM (MGH);Tramontano AC, Sheehan DF, McMahon PM, Dowling EC, Holford TR, Ryczak K, Lesko SM, Levy DT, Kong CY, Evaluating the impacts of screening and smoking cessation programmes on lung cancer in a high-burden region of the USA: a simulation modelling study, BMJ Open, Feb. 29, 2016 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=26928026;2016
MISCAN-Lung (Erasmus);ten Haaf K, de Koning HJ, Clarifying Assumptions and Outcomes in Cost-effectiveness Analyses, JAMA Oncol, Feb. 1, 2016 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=26869001;2016
SimSmoke (Georgetown);Levy DT, Yuan Z, Luo Y, Mays D, Seven years of progress in tobacco control: an evaluation of the effect of nations meeting the highest level MPOWER measures between 2007 and 2014, Tob Control, Dec. 12, 2016 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=27956650;2016
SimSmoke (Georgetown);Levy DT, Mays D, Yuan Z, Hammond D, Thrasher JF, Public health benefits from pictorial health warnings on US cigarette packs: a SimSmoke simulation, Tob Control, Nov. 2, 2016 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=27807299;2016
SimSmoke (Georgetown);Levy D, Mohlman MK, Zhang Y, Estimating the Potential Impact of Tobacco Control Policies on Adverse Maternal and Child Health Outcomes in the United States Using the SimSmoke Tobacco Control Policy Simulation Model, Nicotine Tob Res, May 1, 2016 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=26385929;2016
SimSmoke (Georgetown);Levy DT, Huang AT, Havumaki JS, Meza R, The role of public policies in reducing smoking prevalence: results from the Michigan SimSmoke tobacco policy simulation model, Cancer Causes Control, May 1, 2016 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=26983616;2016
SimSmoke (Georgetown);Levy DT, Meza R, Zhang Y, Holford TR, Gauging the Effect of U.S. Tobacco Control Policies From 1965 Through 2014 Using SimSmoke, Am J Prev Med, April 1, 2016 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=26673484;2016
SimSmoke (Georgetown);Holford TR, Levy DT, Meza R, Comparison of Smoking History Patterns Among African American and White Cohorts in the United States Born 1890 to 1990, Nicotine Tob Res, April 1, 2016 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=26980861;2016
SimSmoke (Georgetown);Levy D, Fergus C, Rudov L, McCormick-Ricket I, Carton T, Tobacco Policies in Louisiana: Recommendations for Future Tobacco Control Investment from SimSmoke, a Policy Simulation Model, Prev Sci, Feb. 1, 2016 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=26314867;2016
UM-LCSc (Michigan);Cherng ST, Tam J, Christine PJ, Meza R, Modeling the Effects of E-cigarettes on Smoking Behavior: Implications for Future Adult Smoking Prevalence, Epidemiology, Nov. 1, 2016 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=27093020;2016
UM-LCSm (Michigan);Holford TR, Levy DT, Meza R, Comparison of Smoking History Patterns Among African American and White Cohorts in the United States Born 1890 to 1990, Nicotine Tob Res, April 1, 2016 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=26980861;2016
YLCM (Yale);Holford TR, Levy DT, Meza R, Comparison of Smoking History Patterns Among African American and White Cohorts in the United States Born 1890 to 1990, Nicotine Tob Res, April 1, 2016 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=26980861;2016
MISCAN-PRO (Erasmus);de Carvalho TM, Heijnsdijk EA, de Koning HJ, Estimating the individual benefit of immediate treatment or active surveillance for prostate cancer after screen-detection in older (65+) men, Int J Cancer, May 15, 2016 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=26695380;2016
PSAPC (FHCRC);Roth JA, Gulati R, Gore JL, Cooperberg MR, Etzioni R, Economic Analysis of Prostate-Specific Antigen Screening and Selective Treatment Strategies, JAMA Oncol, July 1, 2016 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=27010943;2016
Bayesian Simulation Model (MDACC);Mandelblatt J, Cronin K, de Koning H, Miglioretti DL, Schechter C, Stout N. Collaborative Modeling of U.S. Breast Cancer Screening Strategies. Writing Committee of the Breast Cancer Working Group  2015 Apr. AHRQ Publication No. 14-05201-EF-4.;;2015
BCOS (Stanford);Mandelblatt J, Cronin K, de Koning H, Miglioretti DL, Schechter C, Stout N. Collaborative Modeling of U.S. Breast Cancer Screening Strategies. Writing Committee of the Breast Cancer Working Group  2015 Apr. AHRQ Publication No. 14-05201-EF-4.;;2015
CISNET-DFCI (Dana-Farber);Mandelblatt J, Cronin K, de Koning H, Miglioretti DL, Schechter C, Stout N. Collaborative Modeling of U.S. Breast Cancer Screening Strategies. Writing Committee of the Breast Cancer Working Group  2015 Apr. AHRQ Publication No. 14-05201-EF-4.;;2015
MISCAN-Fadia (Erasmus);van Ravesteyn NT, Stout NK, Schechter CB, Heijnsdijk EA, Alagoz O, Trentham-Dietz A, Mandelblatt JS, de Koning HJ, Benefits and harms of mammography screening after age 74 years: model estimates of overdiagnosis, J Natl Cancer Inst, July 1, 2015 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=25948872;2015
MISCAN-Fadia (Erasmus);van Ravesteyn NT, van Lier L, Schechter CB, Ekwueme DU, Royalty J, Miller JW, Near AM, Cronin KA, Heijnsdijk EA, Mandelblatt JS, de Koning HJ, et al., Transition from film to digital mammography: impact for breast cancer screening through the national breast and cervical cancer early detection program, Am J Prev Med, May 1, 2015 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=25891052;2015
MISCAN-Fadia (Erasmus);Mandelblatt J, Cronin K, de Koning H, Miglioretti DL, Schechter C, Stout N. Collaborative Modeling of U.S. Breast Cancer Screening Strategies. Writing Committee of the Breast Cancer Working Group  2015 Apr. AHRQ Publication No. 14-05201-EF-4.;;2015
MISCAN-Fadia (Erasmus);Sprague BL, Stout NK, Schechter C, van Ravesteyn NT, Cevik M, Alagoz O, Lee CI, van den Broek JJ, Miglioretti DL, Mandelblatt JS, de Koning HJ, et al., Benefits, harms, and cost-effectiveness of supplemental ultrasonography screening for women with dense breasts, Ann Intern Med, Feb. 3, 2015 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=25486550;2015
Spectrum/G-E (Georgetown/Einstein);van Ravesteyn NT, Stout NK, Schechter CB, Heijnsdijk EA, Alagoz O, Trentham-Dietz A, Mandelblatt JS, de Koning HJ, Benefits and harms of mammography screening after age 74 years: model estimates of overdiagnosis, J Natl Cancer Inst, July 1, 2015 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=25948872;2015
Spectrum/G-E (Georgetown/Einstein);van Ravesteyn NT, van Lier L, Schechter CB, Ekwueme DU, Royalty J, Miller JW, Near AM, Cronin KA, Heijnsdijk EA, Mandelblatt JS, de Koning HJ, et al., Transition from film to digital mammography: impact for breast cancer screening through the national breast and cervical cancer early detection program, Am J Prev Med, May 1, 2015 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=25891052;2015
Spectrum/G-E (Georgetown/Einstein);Mandelblatt J, Cronin K, de Koning H, Miglioretti DL, Schechter C, Stout N. Collaborative Modeling of U.S. Breast Cancer Screening Strategies. Writing Committee of the Breast Cancer Working Group  2015 Apr. AHRQ Publication No. 14-05201-EF-4.;;2015
UWBCS (Wisconsin);Yaffe MJ, Mittmann N, Lee P, Tosteson AN, Trentham-Dietz A, Alagoz O, Stout NK, Modelling mammography screening for breast cancer in the Canadian context: Modification and testing of a microsimulation model, Health Rep, Dec. 1, 2015 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=26676233;2015
UWBCS (Wisconsin);van Ravesteyn NT, Stout NK, Schechter CB, Heijnsdijk EA, Alagoz O, Trentham-Dietz A, Mandelblatt JS, de Koning HJ, Benefits and harms of mammography screening after age 74 years: model estimates of overdiagnosis, J Natl Cancer Inst, July 1, 2015 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=25948872;2015
